team,player,position,dob,nationality
Iran,Alireza Jahanbakhsh,Offence,1993-08-11,Iran
Iran,Mehdi Taremi,Offence,1992-07-18,Iran
Iran,Dennis Eckert,Offence,1997-01-09,Iran
Iran,Ali Alipour,Offence,1995-11-11,Iran
Iran,Shahriar Moghanlou,Offence,1994-12-21,Iran
Iran,Mohammad Mohebi,Offence,1998-12-20,Iran
Iran,Saman Ghoddos,Offence,1993-09-06,Iran
Iran,Amir Hosseinzadeh,Offence,2000-10-30,Iran
Bosnia-Herzegovina,Martin Zlomislić,Goalkeeper,1998-08-16,Bosnia-Herzegovina
Bosnia-Herzegovina,Nikola Vasilj,Goalkeeper,1995-12-02,Bosnia-Herzegovina
Bosnia-Herzegovina,Mladen Jurkas,Goalkeeper,2007-10-07,Bosnia-Herzegovina
Bosnia-Herzegovina,Sead Kolašinac,Defence,1993-06-20,Bosnia-Herzegovina
Bosnia-Herzegovina,Dennis Hadžikadunić,Defence,1998-07-09,Bosnia-Herzegovina
Bosnia-Herzegovina,Nihad Mujakić,Defence,1998-04-15,Bosnia-Herzegovina
Bosnia-Herzegovina,Nikola Katić,Defence,1996-10-10,Bosnia-Herzegovina
Bosnia-Herzegovina,Stjepan Radeljić,Defence,1997-09-05,Bosnia-Herzegovina
Bosnia-Herzegovina,Amar Dedić,Defence,2002-08-18,Austria
Bosnia-Herzegovina,Tarik Muharemović,Defence,2003-02-28,Bosnia-Herzegovina
Bosnia-Herzegovina,Arjan Malic,Defence,2005-08-28,Bosnia-Herzegovina
Bosnia-Herzegovina,Dženis Burnić,Midfield,1998-05-22,Bosnia-Herzegovina
Bosnia-Herzegovina,Ivan Šunjić,Midfield,1996-10-09,Bosnia-Herzegovina
Bosnia-Herzegovina,Amir Hadžiahmetović,Midfield,1997-03-08,Bosnia-Herzegovina
Bosnia-Herzegovina,Armin Gigovic,Midfield,2002-04-06,Bosnia-Herzegovina
Bosnia-Herzegovina,Ivan Bašić,Midfield,2002-04-30,Bosnia-Herzegovina
Bosnia-Herzegovina,Benjamin Tahirovic,Midfield,2003-03-03,Bosnia-Herzegovina
Bosnia-Herzegovina,Ermin Mahmic,Midfield,2005-03-14,Bosnia and Herzegovina
Bosnia-Herzegovina,Amar Memić,Midfield,2001-01-20,Bosnia-Herzegovina
Bosnia-Herzegovina,Edin Džeko,Offence,1986-03-17,Bosnia-Herzegovina
Bosnia-Herzegovina,Jovo Lukić,Offence,1998-11-28,Bosnia-Herzegovina
Bosnia-Herzegovina,Ermedin Demirovic,Offence,1998-03-25,Bosnia-Herzegovina
Bosnia-Herzegovina,Haris Tabaković,Offence,1994-06-20,Bosnia-Herzegovina
Bosnia-Herzegovina,Samed Bazdar,Offence,2004-01-31,Bosnia-Herzegovina
Bosnia-Herzegovina,Esmir Bajraktarevic,Offence,2005-03-10,Bosnia-Herzegovina
Bosnia-Herzegovina,Kerim Alajbegović,Offence,2007-09-21,Bosnia-Herzegovina
Panama,Luis Mejía,Goalkeeper,1991-03-16,Panama
Panama,Orlando Mosquera,Goalkeeper,1994-12-25,Panama
Panama,Cesar Samudio,Goalkeeper,1994-03-23,Panama
Panama,Roderick Miller,Defence,1992-04-03,Panama
Panama,Fidel Escobar,Defence,1995-01-09,Panama
Panama,Éric Davis,Defence,1991-03-31,Panama
Panama,Andrés Andrade,Defence,1998-10-16,Panama
Panama,César Blackman,Defence,1998-04-02,Panama
Panama,Jiovany Ramos,Defence,1997-01-26,Panama
Panama,José Cordoba,Defence,2001-06-03,Panama
Panama,Michael Murillo,Defence,1996-02-11,Panama
Panama,Edgardo Fariña,Defence,2001-09-21,Panama
Panama,Jorge Gutiérrez,Defence,1998-09-01,Panama
Panama,Adalberto Carrasquilla,Midfield,1998-11-28,Panama
Panama,José Luis Rodríguez,Midfield,1998-06-19,Panama
Panama,Cecilio Waterman,Midfield,1991-04-13,Panama
Panama,Édgar Bárcenas,Midfield,1993-10-23,Panama
Panama,Aníbal Godoy,Midfield,1990-02-10,Panama
Panama,Alberto Quintero,Midfield,1987-12-18,Panama
Panama,Carlos Harvey,Midfield,2000-02-03,Panama
Panama,César Yanis,Midfield,1996-01-28,Panama
Panama,Christian Martinez,Midfield,1997-02-06,Panama
Panama,José Fajardo,Offence,1993-08-18,Panama
Panama,Ismael Díaz,Offence,1997-05-12,Panama
Panama,Tomas Rodriguez,Offence,1999-03-09,Panama
Panama,Azarias Londoño,Offence,2001-06-21,Panama
Cape Verde Islands,Márcio Rosa,Goalkeeper,1997-02-23,Cape Verde Islands
Cape Verde Islands,Vózinha,Goalkeeper,1986-06-03,Cape Verde Islands
Cape Verde Islands,C.J. dos Santos,Goalkeeper,2000-08-24,Cape Verde Islands
Cape Verde Islands,Steven Moreira,Defence,1994-08-13,Cape Verde Islands
Cape Verde Islands,Logan Costa,Defence,2001-04-01,Cape Verde Islands
Cape Verde Islands,Roberto Lopes,Defence,1992-06-17,Cape Verde Islands
Cape Verde Islands,Diney Borges,Defence,1995-01-17,Cape Verde Islands
Cape Verde Islands,Stopira,Defence,1988-05-20,Cape Verde Islands
Cape Verde Islands,Sidny Lopes Cabral,Defence,2002-09-18,Cape Verde Islands
Cape Verde Islands,Wagner Pina,Defence,2002-11-03,Cape Verde Islands
Cape Verde Islands,Kelvin Pires,Defence,2000-06-05,Cape Verde Islands
Cape Verde Islands,Deroy Duarte,Midfield,1999-07-04,Cape Verde Islands
Cape Verde Islands,Garry Rodrigues,Midfield,1990-11-27,Cape Verde Islands
Cape Verde Islands,Kevin Pina,Midfield,1997-01-27,Cape Verde Islands
Cape Verde Islands,Laros Duarte,Midfield,1997-02-28,Cape Verde Islands
Cape Verde Islands,Yannick Semedo,Midfield,1995-12-29,Cape Verde Islands
Cape Verde Islands,Telmo Arcanjo,Midfield,2001-06-21,Cape Verde Islands
Cape Verde Islands,Jamiro Monteiro,Midfield,1993-11-23,Cape Verde Islands
Cape Verde Islands,João Paulo,Midfield,1998-05-26,Cape Verde Islands
Cape Verde Islands,Willy Semedo,Offence,1994-04-27,Cape Verde Islands
Cape Verde Islands,Ryan Mendes,Offence,1990-01-08,Cape Verde Islands
Cape Verde Islands,Jovane Cabral,Offence,1998-06-14,Cape Verde Islands
Cape Verde Islands,Gilson Tavares,Offence,2001-12-29,Cape Verde Islands
Cape Verde Islands,Nuno Da Costa,Offence,1991-02-10,Cape Verde Islands
Cape Verde Islands,Dailon Rocha Livramento,Offence,2001-05-04,Cape Verde Islands
Cape Verde Islands,Hélio Varela,Offence,2002-05-03,Cape Verde Islands
Congo DR,Timothy Fayulu,Goalkeeper,1999-07-24,Congo DR
Congo DR,Lionel Mpasi,Goalkeeper,1994-08-01,Congo DR
Congo DR,Matthieu Epolo,Goalkeeper,2005-01-15,Congo DR
Congo DR,Axel Tuanzebe,Defence,1997-11-14,Congo DR
Congo DR,Chancel Mbemba,Defence,1994-08-08,Congo DR
Congo DR,Aaron Wan-Bissaka,Defence,1997-11-26,Congo DR
Congo DR,Arthur Masuaku,Defence,1993-11-07,Congo DR
Congo DR,Joris Kayembe,Defence,1994-08-08,Congo DR
Congo DR,Dylan Batubinsika,Defence,1996-02-15,Congo DR
Congo DR,Gédéon Kalulu,Defence,1997-08-29,Congo DR
Congo DR,Steve Kapuadi,Defence,1998-04-30,Congo DR
Congo DR,Gaël Kakuta,Midfield,1991-06-21,Congo DR
Congo DR,Samuel Moutoussamy,Midfield,1996-08-12,Congo DR
Congo DR,Edo Kayembe,Midfield,1998-06-03,Congo DR
Congo DR,Aaron Tshibola,Midfield,1995-01-02,Congo DR
Congo DR,Charles Pickel,Midfield,1997-05-15,Congo DR
Congo DR,Noah Sadiki,Midfield,2004-12-17,Congo DR
Congo DR,Ngal'ayel Mukau,Midfield,2004-11-03,Congo DR
Congo DR,Yoane Wissa,Offence,1996-09-03,Congo DR
Congo DR,Theo Bongonda,Offence,1995-11-20,Congo DR
Congo DR,Cédric Bakambu,Offence,1991-04-11,Congo DR
Congo DR,Simon Banza,Offence,1996-08-13,Congo DR
Congo DR,Nathanael Mbuku,Offence,2002-03-16,Congo DR
Congo DR,Meschack Elia,Offence,1997-08-06,Congo DR
Congo DR,Brian Cipenga,Offence,1998-03-11,Congo DR
Congo DR,Fiston Mayele,Offence,1994-06-24,Congo DR
Ivory Coast,Yahia Fofana,Goalkeeper,2000-08-21,Ivory Coast
Ivory Coast,Alban Lafont,Goalkeeper,1999-01-23,Ivory Coast
Ivory Coast,Mohamed Kone,Goalkeeper,2002-03-07,Ivory Coast
Ivory Coast,Evan N'Dicka,Defence,1999-08-20,Ivory Coast
Ivory Coast,Christopher Operi,Defence,1997-04-29,Ivory Coast
Ivory Coast,Ghislain Konan,Defence,1995-12-27,Ivory Coast
Ivory Coast,Wilfried Singo,Defence,2000-12-25,Ivory Coast
Ivory Coast,Guela Doué,Defence,2002-10-17,Ivory Coast
Ivory Coast,Emmanuel Agbadou,Defence,1997-06-17,Ivory Coast
Ivory Coast,Odilon Kossounou,Defence,2001-01-04,Ivory Coast
Ivory Coast,Ousmane Diomande,Defence,2003-12-04,Ivory Coast
Ivory Coast,Franck Kessié,Midfield,1996-12-19,Ivory Coast
Ivory Coast,Seko Fofana,Midfield,1995-05-07,Ivory Coast
Ivory Coast,Ibrahim Sangaré,Midfield,1997-12-02,Ivory Coast
Ivory Coast,Jean Michaël Seri,Midfield,1991-07-19,Ivory Coast
Ivory Coast,Amad Diallo,Midfield,2002-07-11,Ivory Coast
Ivory Coast,Parfait Guiagon,Midfield,2001-02-22,Ivory Coast
Ivory Coast,Christ Ravynel Inao Oulaï,Midfield,2006-04-06,Ivory Coast
Ivory Coast,Nicolas Pépé,Offence,1995-05-29,Ivory Coast
Ivory Coast,Evann Guessand,Offence,2001-07-01,Ivory Coast
Ivory Coast,Ange-Yoan Bonny,Offence,2003-10-25,Ivory Coast
Ivory Coast,Sepe Elye Wahi,Offence,2003-01-02,Ivory Coast
Ivory Coast,Simon Adingra,Offence,2002-01-01,Ivory Coast
Ivory Coast,Oumar Diakite,Offence,2003-12-20,Ivory Coast
Ivory Coast,Bazoumana Touré,Offence,2006-03-02,Ivory Coast
Ivory Coast,Yan Diomandé,Offence,2006-11-14,Ivory Coast
Qatar,Salah Zakaria,Goalkeeper,1999-04-24,Qatar
Qatar,Meshaal Barsham,Goalkeeper,1998-02-14,Qatar
Qatar,Mahmoud Abunada,Goalkeeper,2000-02-05,Qatar
Qatar,Boualem Khoukhi,Defence,1990-07-09,Qatar
Qatar,Jassem Gaber Abdulsallam,Defence,2002-02-20,Qatar
Qatar,Homam Ahmed,Defence,1999-08-25,Qatar
Qatar,Ró-Ró,Defence,1990-08-06,Qatar
Qatar,Lucas Mendes,Defence,1990-07-03,Qatar
Qatar,Sultan Al Brake,Defence,1996-04-07,Qatar
Qatar,Hashemi Al Hussain,Defence,2003-08-15,Qatar
Qatar,Issa Laye,Defence,1997-12-22,Qatar
Qatar,Ayoub Al-Oui,Defence,2005-03-11,Qatar
Qatar,Assim Madibo,Midfield,1996-10-22,Qatar
Qatar,Abdulaziz Hatem,Midfield,1990-10-28,Qatar
Qatar,Karim Boudiaf,Midfield,1990-09-16,Qatar
Qatar,Ahmed Fathy,Midfield,1993-01-25,Qatar
Qatar,Yusuf Abdurisag,Midfield,1999-08-06,Qatar
Qatar,Ahmed Al Ganehi,Midfield,2000-09-22,Qatar
Qatar,Tahsin Jamshid,Midfield,2006-06-16,Qatar
Qatar,Mohamed Al-Mannai,Midfield,2003-10-30,Qatar
Qatar,Akram Afif,Offence,1996-11-18,Qatar
Qatar,Almoez Ali,Offence,1996-08-19,Qatar
Qatar,Mohammed Muntari,Offence,1993-12-20,Qatar
Qatar,Hassan Al Haydos,Offence,1990-12-11,Qatar
Qatar,Ahmed Alaa Eldin,Offence,1993-01-31,Qatar
Qatar,Edmílson,Offence,1994-08-19,Qatar
Jordan,Yazeed Abu Layla,Goalkeeper,1993-01-08,Jordan
Jordan,Abdallah Al Fakhouri,Goalkeeper,2000-01-22,Jordan
Jordan,Noureddin Bani Ateyah,Goalkeeper,1993-01-25,Jordan
Jordan,Ehsan Haddad,Defence,1994-02-05,Jordan
Jordan,Saleem Obaid,Defence,1992-01-17,Jordan
Jordan,Yazan Al Arab,Defence,1996-01-31,Jordan
Jordan,Mohammad Abualnadi,Defence,2001-02-08,Jordan
Jordan,Abdallah Naseeb,Defence,1994-02-25,Jordan
Jordan,Saed Al Rosan,Defence,1997-02-01,Jordan
Jordan,Husam Abu Dahab,Defence,2000-05-13,Jordan
Jordan,Anas Badawi,Defence,1997-09-13,Jordan
Jordan,Nizar Al Rashdan,Midfield,1999-03-23,Jordan
Jordan,Rajaei Ayed,Midfield,1993-07-25,Jordan
Jordan,Noor Al Rawabdeh,Midfield,1997-02-24,Jordan
Jordan,Mohammad Abu Hasheesh,Midfield,1995-05-09,Jordan
Jordan,Ibrahim Saadeh,Midfield,2000-04-27,Jordan
Jordan,Mohammad Al-Dawoud,Midfield,1992-12-04,Jordan
Jordan,Amer Jamous,Midfield,2002-07-03,Jordan
Jordan,Musa Al Taamari,Offence,1997-06-10,Jordan
Jordan,Mahmoud Al Mardi,Offence,1993-10-06,Jordan
Jordan,Ali Olwan,Offence,2000-03-26,Jordan
Jordan,Mohannad Abu Taha,Offence,2003-02-02,Jordan
Jordan,Mohammad Abu Zrayq,Offence,1997-12-30,Jordan
Jordan,Ibrahim Sabra,Offence,2006-02-01,Jordan
Jordan,Odeh Fakhoury,Offence,2005-11-20,Jordan
Jordan,Ali Azaizeh,Offence,2004-04-13,Jordan
Iraq,Jalal Hassan,Goalkeeper,1991-05-18,Iraq
Iraq,Fahad Talib,Goalkeeper,1994-10-21,Iraq
Iraq,Ahmed Basil,Goalkeeper,1996-08-19,Iraq
Iraq,Hussein Ali,Defence,2002-03-01,Iraq
Iraq,Merchas Doski,Defence,1999-12-07,Iraq
Iraq,Rebin Sulaka,Defence,1992-04-12,Iraq
Iraq,Mustafa Saadoun,Defence,2001-05-25,Iraq
Iraq,Ahmed Yahya,Defence,1995-07-01,Iraq
Iraq,Frans Putros,Defence,1993-07-14,Iraq
Iraq,Zaid Tahseen,Defence,2001-01-29,Iraq
Iraq,Manaf Younis,Defence,1996-11-16,Iraq
Iraq,Akam Hashem,Defence,1998-08-16,Iraq
Iraq,Amir Al Ammari,Midfield,1997-07-27,Iraq
Iraq,Kevin Yakob,Midfield,2000-10-10,Iraq
Iraq,Aimar Sher,Midfield,2002-12-20,Iraq
Iraq,Ibrahim Bayesh,Midfield,2000-05-01,Iraq
Iraq,Youssef Amyn,Midfield,2003-08-21,Iraq
Iraq,Ahmed Qasem,Midfield,2003-07-12,Iraq
Iraq,Zidane Iqbal,Midfield,2003-04-27,Iraq
Iraq,Zaid Ismail,Midfield,2002-01-03,Iraq
Iraq,Aymen Hussein,Offence,1996-03-22,Iraq
Iraq,Ali Al-Hamadi,Offence,2002-03-01,Iraq
Iraq,Marko Farji,Offence,2004-03-16,Iraq
Iraq,Ali Jassim El-Aibi,Offence,2004-01-20,Iraq
Iraq,Mohanad Ali,Offence,2000-06-20,Iraq
Iraq,Ali Yousif,Offence,1996-01-19,Iraq
Uzbekistan,Abduvakhid Nematov,Goalkeeper,2001-03-20,Uzbekistan
Uzbekistan,Botir Ergashev,Goalkeeper,1995-06-23,Uzbekistan
Uzbekistan,Utkir Yusupov,Goalkeeper,1991-01-04,Uzbekistan
Uzbekistan,Rustam Ashurmatov,Defence,1996-07-07,Uzbekistan
Uzbekistan,Umar Eshmurodov,Defence,1992-11-30,Uzbekistan
Uzbekistan,Abdukodir Khusanov,Defence,2004-02-29,Uzbekistan
Uzbekistan,Jakhongir O'rozov,Defence,2004-01-18,Uzbekistan
Uzbekistan,Farrukh Sayfiyev,Defence,1991-01-17,Uzbekistan
Uzbekistan,Khodjiakbar Alijonov,Defence,1997-04-19,Uzbekistan
Uzbekistan,Sherzod Nasrullayev,Defence,1998-07-23,Uzbekistan
Uzbekistan,Abdulla Abdullayev,Defence,1997-09-01,Uzbekistan
Uzbekistan,Bekhruz Karimov,Defence,2007-08-07,Uzbekistan
Uzbekistan,Avazbek Ulmasaliev,Defence,2000-03-27,Uzbekistan
Uzbekistan,Dostonbek Xamdamov,Midfield,1996-07-24,Uzbekistan
Uzbekistan,Otabek Shukurov,Midfield,1996-06-22,Uzbekistan
Uzbekistan,Oston Urunov,Midfield,2000-12-19,Uzbekistan
Uzbekistan,Jamshid Iskanderov,Midfield,1993-10-16,Uzbekistan
Uzbekistan,Akmal Mozgovoy,Midfield,2000-04-02,Uzbekistan
Uzbekistan,Abbosbek Fayzullaev,Midfield,2003-10-03,Uzbekistan
Uzbekistan,Azizjon Ganiev,Midfield,1998-02-22,Uzbekistan
Uzbekistan,Odiljon Hamrobekov,Midfield,1996-02-13,Uzbekistan
Uzbekistan,Sherzod Esanov,Midfield,2003-02-01,Uzbekistan
Uzbekistan,Eldor Shomurodov,Offence,1995-06-29,Uzbekistan
Uzbekistan,Igor Sergeev,Offence,1993-04-30,Uzbekistan
Uzbekistan,Ruslanbek Jiyanov,Offence,2001-06-05,Uzbekistan
Uzbekistan,Azizbek Amonov,Offence,1997-10-30,Uzbekistan
Netherlands,Mark Flekken,Goalkeeper,1993-06-13,Netherlands
Netherlands,Bart Verbruggen,Goalkeeper,2002-08-18,Netherlands
Netherlands,Robin Roefs,Goalkeeper,2003-01-17,Netherlands
Netherlands,Denzel Dumfries,Defence,1996-04-18,Netherlands
Netherlands,Virgil van Dijk,Defence,1991-07-08,Netherlands
Netherlands,Nathan Aké,Defence,1995-02-18,Netherlands
Netherlands,Jan Paul van Hecke,Defence,2000-06-08,Netherlands
Netherlands,Jurrien Timber,Defence,2001-06-17,Netherlands
Netherlands,Mickey van de Ven,Defence,2001-04-19,Netherlands
Netherlands,Jorrel Hato,Defence,2006-03-07,Netherlands
Netherlands,Marten de Roon,Midfield,1991-03-29,Netherlands
Netherlands,Donyell Malen,Midfield,1999-01-19,Netherlands
Netherlands,Frenkie de Jong,Midfield,1997-05-12,Netherlands
Netherlands,Noa Lang,Midfield,1999-06-17,Netherlands
Netherlands,Guus Til,Midfield,1997-12-22,Netherlands
Netherlands,Teun Koopmeiners,Midfield,1998-02-28,Netherlands
Netherlands,Tijjani Reijnders,Midfield,1998-07-29,Netherlands
Netherlands,Ryan Gravenberch,Midfield,2002-05-16,Netherlands
Netherlands,Mats Wieffer,Midfield,1999-11-16,Netherlands
Netherlands,Quinten Timber,Midfield,2001-06-17,Netherlands
Netherlands,Crysencio Summerville,Midfield,2001-10-30,Netherlands
Netherlands,Cody Gakpo,Offence,1999-05-07,Netherlands
Netherlands,Justin Kluivert,Offence,1999-05-05,Netherlands
Netherlands,Wout Weghorst,Offence,1992-08-07,Netherlands
Netherlands,Memphis Depay,Offence,1994-02-13,Netherlands
Netherlands,Brian Brobbey,Offence,2002-02-01,Netherlands
Norway,Ørjan Nyland,Goalkeeper,1990-09-10,Norway
Norway,Egil Selvik,Goalkeeper,1997-07-30,Norway
Norway,Sander Tangvik,Goalkeeper,2002-11-29,Norway
Norway,Kristoffer Ajer,Defence,1998-04-17,Norway
Norway,Torbjørn Heggem,Defence,1999-01-12,Norway
Norway,Fredrik Bjørkan,Defence,1998-08-21,Norway
Norway,Marcus Pedersen,Defence,2000-07-16,Norway
Norway,Julian Ryerson,Defence,1997-11-17,Norway
Norway,Leo Østigård,Defence,1999-11-28,Norway
Norway,Henrik Falchener,Defence,2003-05-08,Norway
Norway,Sondre Langås,Defence,2001-02-02,Norway
Norway,David Wolfe,Defence,2002-04-23,Norway
Norway,Morten Thorsby,Midfield,1996-05-05,Norway
Norway,Martin Ødegaard,Midfield,1998-12-17,Norway
Norway,Sander Berge,Midfield,1998-02-14,Norway
Norway,Patrick Berg,Midfield,1997-11-24,Norway
Norway,Fredrik Aursnes,Midfield,1995-12-10,Norway
Norway,Kristian Thorstvedt,Midfield,1999-03-13,Norway
Norway,Thelo Aasgaard,Midfield,2002-05-02,Norway
Norway,Antonio Nusa,Midfield,2005-04-17,Norway
Norway,Oscar Bobb,Midfield,2003-07-12,Norway
Norway,Alexander Sørloth,Offence,1995-12-05,Norway
Norway,Jens Hauge,Offence,1999-10-12,Norway
Norway,Erling Haaland,Offence,2000-07-21,Norway
Norway,Andreas Schjelderup,Offence,2004-06-01,Norway
Norway,Jørgen Strand Larsen,Offence,2000-02-06,Norway
Scotland,Angus Gunn,Goalkeeper,1996-01-22,Scotland
Scotland,Craig Gordon,Goalkeeper,1982-12-31,Scotland
Scotland,Liam Kelly,Goalkeeper,1996-01-23,Scotland
Scotland,Grant Hanley,Defence,1991-11-20,Scotland
Scotland,Dominic Hyam,Defence,1995-12-20,Scotland
Scotland,Andrew Robertson,Defence,1994-03-11,Scotland
Scotland,Kieran Tierney,Defence,1997-06-05,Scotland
Scotland,Jack Hendry,Defence,1995-05-07,Scotland
Scotland,Anthony Ralston,Defence,1998-11-16,Scotland
Scotland,John Souttar,Defence,1996-09-25,Scotland
Scotland,Scott McKenna,Defence,1996-11-12,Scotland
Scotland,Aaron Hickey,Defence,2002-01-01,Scotland
Scotland,Nathan Patterson,Defence,2001-10-16,Scotland
Scotland,Scott McTominay,Midfield,1996-12-08,Scotland
Scotland,Kenny McLean,Midfield,1992-01-08,Scotland
Scotland,Ryan Christie,Midfield,1995-02-22,Scotland
Scotland,Lewis Ferguson,Midfield,1999-08-24,Scotland
Scotland,John McGinn,Midfield,1994-10-18,Scotland
Scotland,Ben Doak,Midfield,2005-11-11,Scotland
Scotland,Findlay Curtis,Midfield,,Scotland
Scotland,Tyler Fletcher,Midfield,2007-03-19,England
Scotland,Che Adams,Offence,1996-07-13,Scotland
Scotland,George Hirst,Offence,1999-02-15,Scotland
Scotland,Ross Stewart,Offence,1996-07-11,Scotland
Scotland,Lyndon Dykes,Offence,1995-10-07,Scotland
Scotland,Lawrence Shankland,Offence,1995-08-10,Scotland
Curaçao,Trevor Doornbusch,Goalkeeper,1999-07-06,Curaçao
Curaçao,Eloy Room,Goalkeeper,1989-02-06,Curaçao
Curaçao,Tyrick Bodak,Goalkeeper,2002-02-15,Curaçao
Curaçao,Roshon van Eijma,Defence,1998-06-09,Curaçao
Curaçao,Joshua Brenet,Defence,1994-03-20,Curaçao
Curaçao,Armando Obispo,Defence,1999-03-05,Curaçao
Curaçao,Sheral Floranus,Defence,1998-08-23,Curaçao
Curaçao,Riechedly Bazoer,Defence,1996-10-12,Curaçao
Curaçao,Juriën Gaari,Defence,1993-12-23,Curaçao
Curaçao,Shurandy Sambo,Defence,2001-08-19,Curaçao
Curaçao,Ar'jany Martha,Defence,2003-09-04,Curaçao
Curaçao,Livano Comenencia,Defence,2004-02-03,Curaçao
Curaçao,Deveron Fonville,Defence,2003-05-16,Curaçao
Curaçao,Tyrese Noslin,Defence,2002-09-11,Curaçao
Curaçao,Leandro Bacuna,Midfield,1991-08-21,Curaçao
Curaçao,Godfried Roemeratoe,Midfield,1999-08-19,Curaçao
Curaçao,Juninho Bacuna,Midfield,1997-08-07,Curaçao
Curaçao,Kevin Felida,Midfield,1999-11-11,Curaçao
Curaçao,Gervane Kastaneer,Offence,1996-06-09,Curaçao
Curaçao,Kenji Gorré,Offence,1994-09-29,Curaçao
Curaçao,Jürgen Locadia,Offence,1993-11-07,Curaçao
Curaçao,Tahith Chong,Offence,1999-12-04,Curaçao
Curaçao,Sontje Hansen,Offence,2002-05-18,Curaçao
Curaçao,Jearl Margaritha,Offence,2000-04-10,Curaçao
Curaçao,Jeremy Antonisse,Offence,2002-03-29,Curaçao
Curaçao,Brandley Kuwas,Offence,1992-09-19,Curaçao
